followed_by;acousticness_avg;acousticness_stdev;artist_followers_avg;artist_followers_stdev;danceability_avg;danceability_stdev;duration_ms_avg;duration_ms_stdev;energy_avg;energy_stdev;instrumentalness_avg;instrumentalness_stdev;liveness_avg;liveness_stdev;mode_avg;mode_stdev;num_unique_artist_first_page;speechiness_avg;speechiness_stdev;tempo_avg;tempo_stdev;valence_avg;valence_stdev
2.958926978107498;25.22731834168841;46.53350495210697;9.376759928454863;23.580140241160954;67.0375139024652;41.541064571941995;30.253629359634758;15.326582260542573;66.32266231833661;43.364679135089325;13.794605237856219;35.35567315648127;23.63179982470568;35.89097332304893;56.35958481861931;93.35627515299245;30.40609542045636;12.831527946452677;23.04515595353065;50.567382446610615;42.2803015863059;51.299165407786255;62.51634160468193
